id,title,imdb_index,kind_id,production_year,imdb_id,phonetic_code,episode_of_id,season_nr,episode_nr,series_years,md5sum
1764687,Celeste & Jesse Forever,,1,2012,0,C4232,0,0,0,,9fb6608c72516889482966ca72eb8e3d
1768214,Charlotte,,1,1981,0,C643,0,0,0,,429686ff389424b48993b2076e68dbc1
1769447,Cheech & Chong's The Corsican Brothers,,1,1984,0,C2523,0,0,0,,1255c7b929bb0696c137793345f476f4
1770152,Chernobyl Diaries,,1,2012,0,C6514,0,0,0,,8a189d797d66320544483597e4fe45a9
1773981,"""Chris Rock: Kill the Messenger - London", New ,0,0,3,2008,0,0,0,,
1774469,Christmas Vacation,,1,1989,0,C6235,0,0,0,,4f8f85e2029544fe1a35dda8cc56f150
1775512,Chéri,,1,2009,0,C6,0,0,0,,4cc7036e9baf2a03c9ca07dedb442b27
1780674,Cobra,,1,1986,0,C16,0,0,0,,58c3bd2cd23ef02c64717721dce2b5b0
1781140,Code 46,,1,2003,0,C3,0,0,0,,7add5e9f23f8e8fbbc08bb599834dc61
1784270,Command Performance,,1,2009,0,C5316,0,0,0,,76d2687a0b0ac2b8b0c996463600610d
1785652,Conan the Barbarian,,1,2011,0,C5316,0,0,0,,ddf1b4263470274e940d3c4650c33a46
1789757,Cosmopolis,,1,2012,0,C2514,0,0,0,,6b0539ba15a9f40494fa6383358c2e13
1789757,Cosmopolis,,1,2012,0,C2514,0,0,0,,6b0539ba15a9f40494fa6383358c2e13
1794362,Croupier,,1,1998,0,C616,0,0,0,,ed02a35d5db428e18ee7cc032ab5b3e5
1797355,Curse of the Pink Panther,,1,1983,0,C6213,0,0,0,,fd207eafe4b023755f77d591417ceb89
1797731,Cutter's Way,,1,1981,0,C362,0,0,0,,c00a349f798084d898a13b706344b19d
1804598,Darr,,1,1993,0,D6,0,0,0,,0a61f0b521c91c357fac7af97631021b
1807863,David Alan Grier: Comedy You Can Believe In,,3,2009,0,D1345,0,0,0,,81fb789b771ed56fb4e70fcfe24068ba
1808505,Day of Wrath,,1,2006,0,D163,0,0,0,,086145d64956d78a6690faaa64317afc
1808588,Daybreakers,,1,2009,0,D1626,0,0,0,,8241553d91ba24a90d484458d802f96a
1808815,Dazed and Confused,,1,1993,0,D2353,0,0,0,,ac69504196d929bd4a81a32befc502cc
1810263,De rouille et d'os,,1,2012,0,R432,0,0,0,,a3dda9c42511e4bd353e3e1eeef1823b
1810263,De rouille et d'os,,1,2012,0,R432,0,0,0,,a3dda9c42511e4bd353e3e1eeef1823b
1810263,De rouille et d'os,,1,2012,0,R432,0,0,0,,a3dda9c42511e4bd353e3e1eeef1823b
1810263,De rouille et d'os,,1,2012,0,R432,0,0,0,,a3dda9c42511e4bd353e3e1eeef1823b
1810263,De rouille et d'os,,1,2012,0,R432,0,0,0,,a3dda9c42511e4bd353e3e1eeef1823b
1811168,Dead Man Down,,1,2013,0,D3535,0,0,0,,ea21329c4a42484f19ece38fc48d6710
1811168,Dead Man Down,,1,2013,0,D3535,0,0,0,,ea21329c4a42484f19ece38fc48d6710
1830688,Die Schlangengrube und das Pendel,,1,1967,0,S2452,0,0,0,,e87fe6cfa2178e846f6af058da4de236
1836438,Django Unchained,,1,2012,0,D2525,0,0,0,,9383418fe7bfb515114fd2e20524efd7
1836696,Do Começo ao Fim,,1,2009,0,D2515,0,0,0,,703fb2db551f840f9be6359f6fe035f7
1837134,Do-nui mat,,1,2012,0,D53,0,0,0,,b381faf948ff9aea4923e69d25c142b5
1839943,Don't Come Knocking,,1,2005,0,D5325,0,0,0,,0def2331057f4cc7cefb2b377f4364cf
1845819,Dredd,,1,2012,0,D63,0,0,0,,d5b31d4bf5f623468e4cde039b10524a
1845819,Dredd,,1,2012,0,D63,0,0,0,,d5b31d4bf5f623468e4cde039b10524a
1845819,Dredd,,1,2012,0,D63,0,0,0,,d5b31d4bf5f623468e4cde039b10524a
1845819,Dredd,,1,2012,0,D63,0,0,0,,d5b31d4bf5f623468e4cde039b10524a
1845819,Dredd,,1,2012,0,D63,0,0,0,,d5b31d4bf5f623468e4cde039b10524a
1845819,Dredd,,1,2012,0,D63,0,0,0,,d5b31d4bf5f623468e4cde039b10524a
1845819,Dredd,,1,2012,0,D63,0,0,0,,d5b31d4bf5f623468e4cde039b10524a
1845819,Dredd,,1,2012,0,D63,0,0,0,,d5b31d4bf5f623468e4cde039b10524a
1845819,Dredd,,1,2012,0,D63,0,0,0,,d5b31d4bf5f623468e4cde039b10524a
1848002,Duck Soup,,1,1933,0,D21,0,0,0,,0d082cd717e43bf2fe2add647a9710a8
1848747,Dumb & Dumber,,1,1994,0,D5135,0,0,0,,08ae85163d630180bc33a798aa20227c
1849490,Dust Up,,1,2012,0,D231,0,0,0,,ab8973419fc6ba764745090a82025a7d
1850252,Dyut meng gam,,1,2011,0,D3525,0,0,0,,429c4a19b3d47a28c31a79ebe3c12054
1850829,Días de pesca,,1,2012,0,D2312,0,0,0,,075a6f1ca1b740bc22f91632bc80d1c8
1853283,Eden Lake,,1,2008,0,E3542,0,0,0,,106bcf3c6a398d648db440cb12acd529
1860661,El Lute (camina o revienta),,1,1987,0,L3256,0,0,0,,fcbe9d49308e1cd84eaf187ebb3ddebd
1859935,El hijo de la novia,,1,2001,0,H2345,0,0,0,,a4609bd41fb41216c0572349529e9df4
1861060,El muerto y ser feliz,,1,2012,0,M6326,0,0,0,,bd3b17bca4d0c94889fc8fbf3639b72a
1861386,El orfanato,,1,2007,0,O6153,0,0,0,,a42b4cf82b83619a4af633e684a8ff46
1866056,Embrace of the Vampire,,1,1995,0,E5162,0,0,0,,2d68754d66764826c3d6d1cc356cbbbe
1868628,End of Watch,,1,2012,0,E5313,0,0,0,,d2e03e7c807864a7fbf5a3fb37c335c8
1868628,End of Watch,,1,2012,0,E5313,0,0,0,,d2e03e7c807864a7fbf5a3fb37c335c8
1871525,Erik the Viking,,1,1989,0,E6231,0,0,0,,338a0bc3e594e497b0424ba52aaa9a2a
1872105,Erotikon,,1,1920,0,E6325,0,0,0,,2ab1aaf942e32ef91ba741c37c5ad3f9
1877091,Evil Feed,,1,2013,0,E1413,0,0,0,,bdd36c56db246e279059376759ebb6ff
1884469,Fast Food Nation,,1,2006,0,F2313,0,0,0,,65abcb880e2113b1fda969f7dcf183e2
1885397,Fatty Finn,,1,1980,0,F315,0,0,0,,05edaaa885734f28668b6abecc4233d6
1888135,Fetih 1453,,1,2012,0,F3,0,0,0,,c40ba2eec5045d7edf623e3a3977bcad
1895141,Florbela,,1,2012,0,F4614,0,0,0,,225cf0e731343f1ee50f2ca18fdd85d4
1908510,Führer Ex,,1,2002,0,F62,0,0,0,,98666c3b8a5df06017a61c866fb849d3
1920061,Glasblåsarns barn,,1,1998,0,G4214,0,0,0,,83c94a6cd191ddb853e056a8f3d8acb5
1920388,Gli equilibristi,,1,2012,0,E2416,0,0,0,,36be0b87a485834e54726197308ec9d6
1922723,Gojira tai Mosura tai Mekagojira: Tôkyô S.O.S.,,1,2003,0,G2635,0,0,0,,de6406bd6c01c3717c9e1f6cc341b1f3
1923855,Gone with the Wind,,1,1939,0,G5353,0,0,0,,43cffebe00bcf3c9f3ca33d563bf21bf
1925819,Gouttes d'eau sur pierres brûlantes,,1,2000,0,G3232,0,0,0,,df67a67904c03019379583372d037f75
1925997,Grabbers,,1,2012,0,G6162,0,0,0,,de23b922e255d3bea3b9b61a5de6072b
1929179,Groundhog Day,,1,1993,0,G6532,0,0,0,,2f0a563d0b0a1f57a19385de5a8770e2
1935381,Hammett,,1,1982,0,H53,0,0,0,,451b42a6a3a59c3675706749c129781b
1936638,Hansel & Gretel: Witch Hunters,,1,2013,0,H5242,0,0,0,,01ecfa9373b6b77096cdf733b6511431
1936638,Hansel & Gretel: Witch Hunters,,1,2013,0,H5242,0,0,0,,01ecfa9373b6b77096cdf733b6511431
1938935,Harry Potter and the Goblet of Fire,,1,2005,0,H6136,0,0,0,,5c372252aa0feeb4b37aa04c7df812ec
1938942,Harry Potter and the Prisoner of Azkaban,,1,2004,0,H6136,0,0,0,,01e2d2136a8ea939ba173ab11a0f629e
1938842,Harry and the Hendersons,,1,1987,0,H6535,0,0,0,,5d5d27dfa25936cbf493962a67537bc4
1944597,Hellraiser III: Hell on Earth,,1,1992,0,H4626,0,0,0,,a200c0bc5043346375c13a9680b77578
1947315,Herr Bello,,1,2007,0,H614,0,0,0,,de522b1585a0cca85a90b06f852fe25b
1948448,Hi no tori 2772: Ai no kosumozon,,1,1980,0,H5365,0,0,0,,88b82dffd741cf4c2e54af2eeb1cca1a
1949184,High Fidelity,,1,2000,0,H2134,0,0,0,,e385485742c407f7a253f12f4c1993a8
1949881,Hijack,,1,1999,0,H2,0,0,0,,2b6f969283158b214554da43a48122c9
1951295,His Girl Friday,,1,1940,0,H2641,0,0,0,,1ac35f54ffaf4767f5604ee392ae1ac0
1956289,Hommage an Heinz Holecek,,1,2012,0,H5252,0,0,0,,47ff61de684c74e5fc1a93c857e2408e
1962193,Howl,,1,2010,0,H4,0,0,0,,39c53ae0cc7dc6422f76f0a6afd57ced
1965821,Hôkago middonaitâzu,,1,2012,0,H2535,0,0,0,,c882f02fe9ffc5da771cd050c355819f
1967483,I Give It a Year,,1,2013,0,G136,0,0,0,,26471d493cc5b3400213289950989c76
1968422,I Love You Phillip Morris,,1,2009,0,L1415,0,0,0,,f7f39aa7b0fb1a5c9fe9e939cc3abdc9
1969435,I Still Know What You Did Last Summer,,1,1998,0,S3425,0,0,0,,772cd2f402f3e1ccedbe92afb729261b
1972354,Idioterne,,1,1998,0,I365,0,0,0,,d9d838959ff7aefe3b4e82e2188d64f8
1977430,Iluminados por el fuego,,1,2005,0,I4532,0,0,0,,2e1126d312783e8952c6a24d806f5cfd
1981673,In the Name of the King: A Dungeon Siege Tale,,1,2006,0,I5351,0,0,0,,743f9574d243f53cd4de8678302d2d95
1982722,Inception,,1,2010,0,I5213,0,0,0,,aefb12dc2e17c6f81038674b27f446ca
1988031,Into the Sun,,1,2005,0,I5325,0,0,0,,4af0a49749c7b18f1c7a461363ddb188
1988910,Io e Caterina,,1,1980,0,I2365,0,0,0,,1483cd3851d659007a3ff60ea500480e
1989596,Iron Man 3,,1,2013,0,I65,0,0,0,,448ed12ab9d90ec76e05af9b29b9d807
1989614,Iron Sky,,1,2012,0,I652,0,0,0,,27454dd99d6f6a2d83828e944d1ebd36
1997182,Jaws 3-D,,1,1983,0,J23,0,0,0,,052fb21deacdb5bbfd699a66ca5c1eed
1997805,Jean de Florette,,1,1986,0,J5314,0,0,0,,91b466755956508619fcf8c314e853e6
1999299,Jesse James Meets Frankenstein's Daughter,,1,1966,0,J2525,0,0,0,,de55cea0d0572bb4d759cb58cc7de2a3
2002976,Johnny Two-Guns,,1,2014,0,J5325,0,0,0,,0ad5bdc39303200654d09f52a300ad04
2004290,Journey 2: The Mysterious Island,,1,2012,0,J6535,0,0,0,,5c610ed9d15a1f67b53006decb4d8d52
2004290,Journey 2: The Mysterious Island,,1,2012,0,J6535,0,0,0,,5c610ed9d15a1f67b53006decb4d8d52
2006059,Julien Donkey-Boy,,1,1999,0,J4535,0,0,0,,a4e029e7552ee93eaf6eccc98b8abfbe
2006899,Juno,,1,2007,0,J5,0,0,0,,9979c51ae7040e9c099d46f47133f3ae
2019540,Killing Bono,,1,2011,0,K4521,0,0,0,,08d8639c6bc071a3faf32f054f4e1717
2023071,Knight and Day,,1,2010,0,K5235,0,0,0,,993701700b90d37e1c1bbf7d7615649a
2024520,Kolja,,1,1996,0,K42,0,0,0,,98fe6bc71c3db5b3a6d5959ea8b81c55
2027464,Kruistocht in spijkerbroek,,1,2006,0,K6232,0,0,0,,748f8508825439043b3995155ee164e2
2028524,Kung Fu Panda 3,,1,2015,0,K5215,0,0,0,,724dfda2c6f524bc30abd763034bedce
2032838,L'enfant d'en haut,,1,2012,0,E5153,0,0,0,,b1b3becc028d390b6e4d2a23bce9f90a
2032838,L'enfant d'en haut,,1,2012,0,E5153,0,0,0,,b1b3becc028d390b6e4d2a23bce9f90a
2037890,La cité des enfants perdus,,1,1995,0,C3251,0,0,0,,d9b06eaf3d357324410006e564b31cfb
2044243,La môme,,1,2007,0,M5,0,0,0,,1c1e554b43e87cd19f6004abd567328d
2044426,La noche de las gaviotas,,1,1975,0,N2342,0,0,0,,e25b78a35b04cf43206f0974b298ba87
2054954,Last Vegas,,1,2013,0,L2312,0,0,0,,92f1ad44f1da44ade58f58ceb04607f2
2054954,Last Vegas,,1,2013,0,L2312,0,0,0,,92f1ad44f1da44ade58f58ceb04607f2
2056208,Lawless,,1,2012,0,L42,0,0,0,,82cbecf87fc05420bc44651310e14799
2056208,Lawless,,1,2012,0,L42,0,0,0,,82cbecf87fc05420bc44651310e14799
2062101,Le scaphandre et le papillon,,1,2007,0,S2153,0,0,0,,3a50a8e98dfc6d58f58ad75965be6d46
2063562,Leap Year,,1,2010,0,L16,0,0,0,,d7c6dbeef86597e2f90a08a52c652c34
2065613,Lenin v Parizhe,,1,1981,0,L5162,0,0,0,,09a5c1b848e7f6e8e76635c3185f833b
2065867,Leonard Part 6,,1,1987,0,L5631,0,0,0,,71190265f711c9e06184c166a6aefff1
2068450,Les Misérables,,1,2012,0,M2614,0,0,0,,95d77db7207c73ff81a0ca77f0708623
2068450,Les Misérables,,1,2012,0,M2614,0,0,0,,95d77db7207c73ff81a0ca77f0708623
2068825,Les Patterson Saves the World,,1,1987,0,P3625,0,0,0,,1564fdfe800ae3f716c9941fd3f08e41
2069272,Les saveurs du Palais,,1,2012,0,S1623,0,0,0,,4ea16b3fcf1ab40c5d61fe99648e6ff7
2071249,Lethal Weapon,,1,1987,0,L3415,0,0,0,,816bcfbfe88240fb52ff422b652d52cb
2071253,Lethal Weapon 4,,1,1998,0,L3415,0,0,0,,68e6c7b740655e2ae71c320b757862b7
2073984,Life of Pi,,1,2012,0,L1,0,0,0,,cd5d58cf7a865584830674f1df43d6c5
2077682,Little Nemo: Adventures in Slumberland,,1,1989,0,L3453,0,0,0,,1b7e0def9c239a4e2311b6f9841f4184
2080209,Lockout,,1,2012,0,L23,0,0,0,,a4ebdec5faeb80ca7fa5b3d90e100b87
2080209,Lockout,,1,2012,0,L23,0,0,0,,a4ebdec5faeb80ca7fa5b3d90e100b87
2080209,Lockout,,1,2012,0,L23,0,0,0,,a4ebdec5faeb80ca7fa5b3d90e100b87
2080209,Lockout,,1,2012,0,L23,0,0,0,,a4ebdec5faeb80ca7fa5b3d90e100b87
2080209,Lockout,,1,2012,0,L23,0,0,0,,a4ebdec5faeb80ca7fa5b3d90e100b87
2082322,Looper,,1,2012,0,L16,0,0,0,,13e2ca3b6c16c4643af54d55a0484237
2082322,Looper,,1,2012,0,L16,0,0,0,,13e2ca3b6c16c4643af54d55a0484237
2082322,Looper,,1,2012,0,L16,0,0,0,,13e2ca3b6c16c4643af54d55a0484237
2082322,Looper,,1,2012,0,L16,0,0,0,,13e2ca3b6c16c4643af54d55a0484237
2082322,Looper,,1,2012,0,L16,0,0,0,,13e2ca3b6c16c4643af54d55a0484237
2082322,Looper,,1,2012,0,L16,0,0,0,,13e2ca3b6c16c4643af54d55a0484237
2082322,Looper,,1,2012,0,L16,0,0,0,,13e2ca3b6c16c4643af54d55a0484237
2082322,Looper,,1,2012,0,L16,0,0,0,,13e2ca3b6c16c4643af54d55a0484237
2082322,Looper,,1,2012,0,L16,0,0,0,,13e2ca3b6c16c4643af54d55a0484237
2082322,Looper,,1,2012,0,L16,0,0,0,,13e2ca3b6c16c4643af54d55a0484237
2082699,Lore,,1,2012,0,L6,0,0,0,,1c2d186ec37d2ea14ae2386ccbab5017
2088217,Lovely Molly,,1,2011,0,L1454,0,0,0,,f6d41122489363d3fd83112a5a8c3461
2088731,Luan qing chun,,1,2008,0,L5252,0,0,0,,fbfa150270f07f450005a9a38b39005d
2091575,Låt den rätte komma in,,1,2008,0,L3563,0,0,0,,a9735e36549496f770ea18a2706b33e9
2091575,Låt den rätte komma in,,1,2008,0,L3563,0,0,0,,a9735e36549496f770ea18a2706b33e9
2092984,Machete Kills,,1,2013,0,M2324,0,0,0,,645a383b81af6e71857f2093d2fda14f
2098962,Mama is boos!,,1,1986,0,M5212,0,0,0,,fe86964d3983fbc821f0c37aed80f647
2099800,Man on Fire,,1,2004,0,M516,0,0,0,,124d547f7d5c108a71587ab3fe715327
2102742,Mare nero,,1,2006,0,M656,0,0,0,,08de13e00f7d4f55805b90a454c27fde
2102951,Margot at the Wedding,,1,2007,0,M6235,0,0,0,,630c635198205427c584598cffac9265
2103400,Marie Antoinette,,1,2006,0,M6535,0,0,0,,e097f92c86cb9b333b9751d9c5dd329b
2104941,Martial Law,,4,1990,0,M634,0,0,0,,a55d2fd67a99c87ec0f0385f24f7384a
2108311,Maximum Conviction,,1,2012,0,M2525,0,0,0,,2ca15c0435abb96e664c7af5b2be4ae5
2109679,Mean Creek,,1,2004,0,M5262,0,0,0,,63f2f5a9f2efd7dc93b2e93465538234
2109679,Mean Creek,,1,2004,0,M5262,0,0,0,,63f2f5a9f2efd7dc93b2e93465538234
2110757,Meet the Parents,,1,2000,0,M3165,0,0,0,,5959559c42e909ff9cf15929363dc732
2111089,Megi,,1,1989,0,M2,0,0,0,,dd96fcd12e1f4e596adee9d060eb592a
2114324,Mermaid Chronicles Part 1: She Creature,,3,2001,0,M6532,0,0,0,,5e1d9d806cb15da22b4c968c3b1566a4
2115409,Metropolis,,1,1927,0,M3614,0,0,0,,24ba58b406706ad8097312827df521f1
